severity,issue,language,file,line,pair_id,details,english_question,translated_question
hard,prompt_leakage,marathi,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_marathi.jsonl,196,7a9861be,matched=मराठीत भाषांतर,Identify the sub-districts that reported cases of pregnant women with hemoglobin levels below 11 in 2021 across both rural and urban areas.,"या प्रश्नाचे मराठीत भाषांतर करा:
२०२१ मध्ये ग्रामीण आणि शहरी दोन्ही भागात हिमोग्लोबिन पातळी ११ पेक्षा कमी असलेल्या गर्भवती महिलांचे प्रकरण नोंदवलेल्या उपजिल्ह्यांची ओळख करा."
hard,prompt_leakage,marathi,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_marathi.jsonl,204,0ae728bb,matched=मराठीत भाषांतर,"Provide a breakdown of oral pill cycles and condoms distributed in 2021 by area type, ranked by the volume of pill distribution for areas with active distribution.","या प्रश्नाचे मराठीत भाषांतर करा:
२०२१ मध्ये मौखिक गोळी चक्र आणि वितरित केलेल्या कंडोमचे क्षेत्र प्रकारानुसार विभाजन प्रदान करा, सक्रिय वितरण असलेल्या क्षेत्रांसाठी गोळी वितरणाच्या प्रमाणानुसार क्रमवारी लावा."
hard,prompt_leakage,marathi,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_marathi.jsonl,211,95cf1aa6,matched=मराठीत भाषांतर,Identify the top 5 rural sub-districts that distributed the highest total number of combined oral pill cycles during the year 2021.,"खालील प्रश्नाचे मराठीत भाषांतर करा:
२०२१ या वर्षात सर्वाधिक संयुक्त मौखिक गोळी चक्रांचे वितरण करणाऱ्या शीर्ष ५ ग्रामीण उपजिल्ह्यांची ओळख करा."
hard,prompt_leakage,marathi,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_marathi.jsonl,221,3b902ac4,matched=मराठीत भाषांतर,"List the sub-districts, in alphabetical order, that have distributed more than 5,000 oral pill cycles or over 10,000 condoms.","या प्रश्नाचे मराठीत भाषांतर करा:
५,००० पेक्षा जास्त मौखिक गोळी चक्र वितरित केलेले किंवा १०,००० पेक्षा जास्त कंडोम वितरित केलेले उपजिल्हे, वर्णक्रमानुसार सूचीबद्ध करा."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,71,095bb0c4,matched=மொழிபெயர்க்கவும்,Identify the sub-districts that recorded allopathic outpatient attendance in 2022 but had no such attendance reported in 2021.,"இந்த வினவலை மொழிபெயர்க்கவும்:
2022-ல் அனைத்து மருத்துவமுறை வெளிப்புற நோயாளி வருகை பதிவு செய்த, ஆனால் 2021-ல் அத்தகைய வருகை பதிவாகாத துணை மாவட்டங்களை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,72,6629c430,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts that recorded allopathic outpatient attendance in 2022 but had no such attendance in 2021.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2022-ல் அனைத்து மருத்துவமுறை வெளிநோயாளர் வருகையைப் பதிவு செய்த, ஆனால் 2021-ல் அத்தகைய வருகை எதுவும் இல்லாத துணை மாவட்டங்களை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,73,0290c971,matched=மொழிபெயர்க்கவும்,Which sub-districts recorded outpatient services in both 2021 and 2022?,"இந்த வினாவை மொழிபெயர்க்கவும்:
2021 மற்றும் 2022 ஆம் ஆண்டுகளில் வெளிநோயாளர் சேவைகளை பதிவு செய்த துணை மாவட்டங்கள் எவை?"
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,76,ee7b2141,matched=தமிழில் மொழிபெயர்க்க,"Identify the months where either the year was 2022 or the number of allopathic outpatient visits exceeded 5,000.","அந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2022 ஆம் ஆண்டு அல்லது அனைத்து மருத்துவ வெளிநோயாளர் பார்வைகளின் எண்ணிக்கை 5,000 ஐத் தாண்டிய மாதங்களைக் கண்டறியவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,86,8656c2c5,matched=தமிழில் மொழிபெயர்க்க,"Rank the sub-districts and their area types by the total number of allopathic outpatient visits recorded throughout the year 2021, starting with the highest attendance.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டு முழுவதும் பதிவு செய்யப்பட்ட அனைத்து அலோபதி வெளிநோயாளர் வருகைகளின் மொத்த எண்ணிக்கையைக் கொண்டு, துணை மாவட்டங்களையும் அவற்றின் பரப்பளவு வகைகளையும் மிக உயர்ந்த வருகையுடன் தொடங்கி வரிசைப்படுத்துங்கள்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,99,fe187b96,matched=மொழிபெயர்க்கவும்,"Identify all rural sub-districts or those that have recorded more than 50,000 allopathic outpatient visits.","இந்த வினவலை மொழிபெயர்க்கவும்:
அனைத்து கிராமிய துணை மாவட்டங்களையும் அல்லது 50,000 க்கும் மேற்பட்ட அனைத்து மருத்துவமுறை வெளிநோயாளர் வருகைகளை பதிவு செய்தவற்றையும் அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,116,7b4a2243,matched=மொழிபெயர்க்கவும்,"Rank the sub-districts and their area types by the total number of first Vitamin A doses administered in 2021, excluding those with no records.","இந்த வினவலை மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில் முதல் வைட்டமின் ஏ டோஸ்கள் மொத்த எண்ணிக்கையின்படி துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் தரவரிசைப்படுத்துங்கள், பதிவுகள் இல்லாதவற்றைத் தவிர்த்து."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,125,c533fb7d,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts that in 2021 recorded either more than 500 first-dose Rotavirus immunizations in rural areas or more than 200 first-dose Vitamin A administrations in urban areas.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில், கிராமப்புறங்களில் 500 க்கும் மேற்பட்ட முதல்-மருந்தளவு ரோட்டா வைரஸ் தடுப்பூசிகள் பதிவு செய்யப்பட்ட அல்லது நகர்ப்புறங்களில் 200 க்கும் மேற்பட்ட முதல்-மருந்தளவு வைட்டமின் ஏ நிர்வாகங்கள் பதிவு செய்யப்பட்ட துணை மாவட்டங்களை அடையாளம் காணவும்."
hard,identical_to_english,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,133,16ba2216,Translated question is byte-identical to English source,Identify the rural sub-districts that recorded at least one child over 10 years old receiving the TT10 or TD10 immunization in 2021.,Identify the rural sub-districts that recorded at least one child over 10 years old receiving the TT10 or TD10 immunization in 2021.
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,139,3315046b,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts and their area types where more than 34 children over the age of 10 received their first dose of the TT or TD vaccine during September 2020.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
செப்டம்பர் 2020-ல் 10 வயதுக்கு மேற்பட்ட 34 குழந்தைகளுக்கு முதல் டிடி அல்லது டிடி தடுப்பூசி கிடைத்த துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,141,4c63f3ca,matched=மொழிபெயர்க்கவும்,"Identify the sub-districts and their area types that reported at least one child over 10 years old receiving the TT10 or TD10 immunization in September 2020, ranked by the total number of children vaccinated.","இந்த வினாவை மொழிபெயர்க்கவும்:
செப்டம்பர் 2020 இல் TT10 அல்லது TD10 தடுப்பூசி பெற்ற 10 வயதுக்கு மேற்பட்ட குறைந்தபட்சம் ஒரு குழந்தையைப் பதிவு செய்த துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் அடையாளம் காணவும், தடுப்பூசி பெற்ற மொத்த குழந்தைகளின் எண்ணிக்கையின்படி வரிசைப்படுத்தவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,143,17192c6d,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts that recorded adolescent tetanus vaccinations (TT10/TD10) in 2021 but did not report any DPT second booster vaccinations for children over five years old during that same year.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில் இளம்பருவ டெட்டனஸ் தடுப்பூசிகள் (TT10/TD10) பதிவு செய்யப்பட்ட, ஆனால் அதே ஆண்டில் ஐந்து வயதுக்கு மேற்பட்ட குழந்தைகளுக்கான DPT இரண்டாம் பூஸ்டர் தடுப்பூசிகள் எதுவும் பதிவு செய்யாத துணை மாவட்டங்களை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,144,cc5153b4,matched=மொழிபெயர்க்கவும்,"Identify the sub-districts that reported at least one child over five years old receiving the second DPT booster in 2021, specifically across both rural and urban areas.","இந்த வினாவை மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில், குறைந்தது ஒரு குழந்தைக்கு ஐந்து வயதுக்கு மேற்பட்ட குழந்தைகள் இரண்டாவது டிபிடி பூஸ்டர் பெற்றதாக அறிவிக்கப்பட்ட துணை மாவட்டங்களை அடையாளம் காணவும், குறிப்பாக கிராமப்புற மற்றும் நகர்ப்புற பகுதிகள் முழுவதும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,145,e7cbc219,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts that recorded at least one child receiving the second DPT booster (DPT 5) in 2021 across both rural and urban areas.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில் கிராமப்புற மற்றும் நகர்ப்புற பகுதிகள் இரண்டிலும் குறைந்தது ஒரு குழந்தை இரண்டாவது டிபிடி பூஸ்டர் (டிபிடி 5) பெற்றதாக பதிவு செய்யப்பட்ட துணை மாவட்டங்களை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,146,21c83e12,matched=தமிழில் மொழிபெயர்க்க,"Identify the sub-districts that recorded at least one child receiving the second DPT booster (after age 5) in 2021 across both urban and rural areas, listed alphabetically.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில் நகர்ப்புற மற்றும் கிராமப்புற பகுதிகளில் இரண்டாவது டிபிடி பூஸ்டர் (5 வயதுக்குப் பிறகு) பெற்ற குறைந்தது ஒரு குழந்தையைப் பதிவு செய்த துணை மாவட்டங்களை அகர வரிசையில் பட்டியலிடுங்கள்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,147,18918c99,matched=தமிழில் மொழிபெயர்க்க,"Identify the sub-districts that in 2021 either reported more than 34 children over age 10 receiving TT10/TD10 vaccinations, or are urban areas with more than 19 children over age 16 receiving TT16/TD16 vaccinations.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில், 10 வயதுக்கு மேற்பட்ட 34 குழந்தைகளுக்கு மேல் TT10/TD10 தடுப்பூசிகள் பெற்ற துணை மாவட்டங்களை அல்லது 16 வயதுக்கு மேற்பட்ட 19 குழந்தைகளுக்கு மேல் TT16/TD16 தடுப்பூசிகள் பெற்ற நகர்ப்புற பகுதிகளை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,148,3a8774a9,matched=தமிழில் மொழிபெயர்க்க,"Identify the sub-districts that in 2021 either reported more than 34 children over age 10 receiving their TT10/TD10 immunization, or are urban areas with more than one child over age 16 receiving their TT16/TD16 dose.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில், 10 வயதுக்கு மேற்பட்ட 34 குழந்தைகளுக்கு மேல் TT10/TD10 தடுப்பூசி பெற்றுள்ள துணை மாவட்டங்களை அல்லது 16 வயதுக்கு மேற்பட்ட ஒன்றுக்கு மேற்பட்ட குழந்தைகள் TT16/TD16 டோஸ் பெற்றுள்ள நகர்ப்புற பகுதிகளை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,162,8a6f7140,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts and their area types where more than 500 women registered for antenatal care within their first trimester during the year 2021.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில், 500 க்கும் மேற்பட்ட பெண்கள் தங்கள் முதல் மூன்று மாதங்களில் கர்ப்பகால பராமரிப்புக்காக பதிவு செய்த துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,163,c440c2e9,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts and their area types where more than five antenatal care registrations were recorded within the first trimester during the year 2021.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில் முதல் மூன்று மாதங்களுக்குள் ஐந்துக்கும் மேற்பட்ட கர்ப்பகாலப் பராமரிப்புப் பதிவுகள் பதிவு செய்யப்பட்ட துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,164,46d7c26f,matched=மொழிபெயர்க்கவும்,Identify the sub-districts and their area types where more than five antenatal care registrations were recorded within the first trimester during the year 2021.,"இந்த வினவலை மொழிபெயர்க்கவும்:
2021 ஆம் ஆண்டில் முதல் மூன்று மாதங்களுக்குள் ஐந்துக்கும் மேற்பட்ட கர்ப்ப கால பராமரிப்பு பதிவுகள் பதிவு செய்யப்பட்ட துணை மாவட்டங்கள் மற்றும் அவற்றின் பரப்பளவு வகைகளை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,173,075bb6c8,matched=தமிழில் மொழிபெயர்க்க,"Identify all rural sub-districts as well as any sub-districts that recorded more than 5,000 antenatal care registrations in a single month.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
அனைத்து கிராமப்புற துணை மாவட்டங்களையும், மேலும் ஒரு மாதத்தில் 5,000 க்கும் மேற்பட்ட மகப்பேறு முன் பராமரிப்பு பதிவுகளைப் பதிவு செய்த எந்த துணை மாவட்டங்களையும் அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,176,7766e73d,matched=தமிழில் மொழிபெயர்க்க,"Rank the rural sub-districts by their total count of pregnant women with hemoglobin levels below 11, excluding those with no recorded cases.","கொடுக்கப்பட்ட கேள்வியை தமிழில் மொழிபெயர்க்கவும்:
ஹீமோகுளோபின் அளவு 11 க்கும் குறைவாக உள்ள கர்ப்பிணிப் பெண்களின் மொத்த எண்ணிக்கையை அடிப்படையாகக் கொண்டு, பதிவுசெய்யப்பட்ட வழக்குகள் இல்லாதவற்றைத் தவிர்த்து, கிராமிய துணை மாவட்டங்களை வரிசைப்படுத்தவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,183,3ef44ef9,matched=மொழிபெயர்க்கவும்,"Rank the sub-districts and their area types by the total number of pregnant women with hemoglobin levels below 11 recorded in the first year, excluding records where the count is 38 or higher.","இந்த வினவலை மொழிபெயர்க்கவும்:
முதல் ஆண்டில் பதிவு செய்யப்பட்ட 11 க்கும் குறைவான ஹீமோகுளோபின் அளவைக் கொண்ட கர்ப்பிணிப் பெண்களின் மொத்த எண்ணிக்கையின் அடிப்படையில் துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் தரவரிசைப்படுத்துங்கள், 38 அல்லது அதற்கு மேல் உள்ள எண்ணிக்கை பதிவுகளைத் தவிர்த்து."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,184,77b3cae2,matched=மொழிபெயர்க்கவும்,"Provide a breakdown of sub-districts and their area types, showing the total count of pregnant women with hemoglobin levels below 11 for the first year, focusing only on records where the count is less than 38 and ranking the results from highest to lowest.","இந்த வினவலை மொழிபெயர்க்கவும்:
துணை மாவட்டங்கள் மற்றும் அவற்றின் பகுதி வகைகளின் விவரங்களை வழங்கவும், முதல் ஆண்டுக்கான 11 க்கும் குறைவான ஹீமோகுளோபின் அளவைக் கொண்ட கர்ப்பிணிப் பெண்களின் மொத்த எண்ணிக்கையைக் காட்டவும், எண்ணிக்கை 38 க்கும் குறைவாக உள்ள பதிவுகளில் மட்டுமே கவனம் செலுத்தவும் மற்றும் முடிவுகளை மிக உயர்ந்ததிலிருந்து மிகக் குறைந்த வரை வரிசைப்படுத்தவும்."
hard,wrong_language_or_script,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,186,bd841e6a,target_script_ratio=0.000,Which five rural sub-districts reported the highest number of pregnant women with hemoglobin levels below 11 in 2021?,2024
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,189,faf5ea81,matched=மொழிபெயர்க்கவும்,"Identify the sub-districts and their area types where fewer than 38 pregnant women had hemoglobin levels below 11 in September 2020, excluding areas with no recorded cases.","கீழ்க்கண்ட வினாவை மொழிபெயர்க்கவும்:
செப்டம்பர் 2020 இல் 11 க்கும் குறைவான ஹீமோகுளோபின் அளவு கொண்ட 38 க்கும் குறைவான கர்ப்பிணிப் பெண்கள் உள்ள துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் அடையாளம் காணவும், பதிவு செய்யப்பட்ட வழக்குகள் இல்லாத பகுதிகளைத் தவிர்த்து."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,190,11987d35,matched=தமிழில் மொழிபெயர்க்க,Identify the sub-districts and their area types where more than five pregnant women were recorded with hemoglobin levels below 11 during September 2020.,"இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
செப்டம்பர் 2020 இல் ஐந்துக்கும் மேற்பட்ட கர்ப்பிணிப் பெண்கள் 11 க்கும் குறைவான ஹீமோகுளோபின் அளவுகள் பதிவாகியுள்ள துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும் கண்டறியவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,191,9ba3810a,matched=தமிழில் மொழிபெயர்க்க,"Identify the sub-districts and their area types where more than five pregnant women were recorded with hemoglobin levels below 11 in September 2020, ranked by the total count.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
செப்டம்பர் 2020-ல் ஹீமோகுளோபின் அளவு 11 க்கும் குறைவாக உள்ள ஐந்துக்கும் மேற்பட்ட கர்ப்பிணிப் பெண்கள் பதிவாகியுள்ள துணை மாவட்டங்களையும் அவற்றின் பகுதி வகைகளையும், மொத்த எண்ணிக்கையின் அடிப்படையில் வரிசைப்படுத்தி அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,197,dd941ee2,matched=மொழிபெயர்க்கவும்,Identify the sub-districts that are either classified as rural areas or have reported more than 38 pregnant women with hemoglobin levels below 11.,"இந்த வினவலை மொழிபெயர்க்கவும்:
கிராமப்புறப் பகுதிகளாக வகைப்படுத்தப்பட்டுள்ள அல்லது 11 க்கும் குறைவான ஹீமோகுளோபின் அளவைக் கொண்ட 38 க்கும் மேற்பட்ட கர்ப்பிணிப் பெண்கள் பதிவாகியுள்ள துணை மாவட்டங்களை அடையாளம் காணவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,199,e425f148,matched=மொழிபெயர்க்கவும்,"Identify all rural sub-districts, specifically highlighting those where more than 500 pregnant women were recorded with hemoglobin levels below 11.","இந்த வினவலை மொழிபெயர்க்கவும்:
அனைத்து கிராமப்புற துணை மாவட்டங்களை அடையாளம் காணவும், குறிப்பாக 500 க்கும் மேற்பட்ட கர்ப்பிணிப் பெண்கள் 11 க்கும் குறைவான ஹீமோகுளோபின் அளவுகளுடன் பதிவு செய்யப்பட்ட துணை மாவட்டங்களை முன்னிலைப்படுத்தவும்."
hard,prompt_leakage,tamil,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil.jsonl,221,3b902ac4,matched=தமிழில் மொழிபெயர்க்க,"List the sub-districts, in alphabetical order, that have distributed more than 5,000 oral pill cycles or over 10,000 condoms.","இந்த வினவலைத் தமிழில் மொழிபெயர்க்கவும்:
அகர வரிசையில், 5,000 வாய்வழி மாத்திரை சுழற்சிகளுக்கு மேல் அல்லது 10,000 கந்தைத் தடுப்புகளுக்கு மேல் விநியோகித்த துணை மாவட்டங்களை பட்டியலிடுங்கள்."
hard,wrong_language_or_script,telugu,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_telugu.jsonl,8,08c00393,target_script_ratio=0.000,"List the names of all districts in Assam that contain rural areas, sorted alphabetically.",অসমৰ সকলো গ্ৰাম্য অঞ্চল থকা জিলাৰ নামবোৰ বৰ্ণানুক্ৰমিকভাৱে তালিকাভুক্ত কৰক।
hard,prompt_leakage,telugu,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_telugu.jsonl,11,1c9de98f,matched=తెలుగులో అనువదించ,"Provide a list of all districts, organized alphabetically by their respective states and then by district name.","ఈ ప్రశ్నను తెలుగులో అనువదించండి:
అన్ని జిల్లాల జాబితాను, వాటి సంబంధిత రాష్ట్రాల ఆధారంగా అక్షర క్రమంలో మరియు తర్వాత జిల్లా పేరు ఆధారంగా అందించండి."
hard,prompt_leakage,telugu,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_telugu.jsonl,27,b511c926,matched=తెలుగులో అనువదించ,"List the names of all states and their corresponding districts for the Andaman and Nicobar Islands or the Nicobars district, sorted alphabetically by state.","ఈ ప్రశ్నను తెలుగులో అనువదించండి:
అండమాన్ మరియు నికోబార్ దీవులు లేదా నికోబార్ జిల్లా కోసం అన్ని రాష్ట్రాల పేర్లు మరియు వాటి సంబంధిత జిల్లాలను, రాష్ట్రాల అక్షర క్రమంలో క్రమబద్ధీకరించి జాబితా చేయండి."
hard,prompt_leakage,telugu,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_telugu.jsonl,29,bc38904c,matched=తెలుగులో అనువదించ,"Provide an alphabetical list of all rural sub-districts, including their names and IDs.","ఈ ప్రశ్నను తెలుగులో అనువదించండి:
అన్ని గ్రామీణ ఉప-జిల్లాల యొక్క అక్షర క్రమ జాబితాను, వాటి పేర్లు మరియు ఐడీలతో సహా అందించండి."
hard,prompt_leakage,telugu,tasks/INDIA_HMIS_Sub_District_Report_Rural_Urban/task_files/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_telugu.jsonl,30,cef01770,matched=తెలుగులో అనువదించ,"Provide a list of all rural sub-districts and their IDs, sorted by ID.","ఈ ప్రశ్నను తెలుగులో అనువదించండి:
అన్ని గ్రామీణ ఉప-జిల్లాల జాబితా మరియు వాటి ఐడీలను, ఐడీ ప్రకారం క్రమబద్ధీకరించి అందించండి."
